"movieId","title","genres","year","title_clean"
801,"Harriet the Spy (1996)","Children|Comedy",NA,"Harriet the Spy"
802,"Phenomenon (1996)","Drama|Romance",NA,"Phenomenon"
805,"Time to Kill, A (1996)","Drama|Thriller",NA,"Time to Kill, A"
810,"Kazaam (1996)","Children|Comedy|Fantasy",NA,"Kazaam"
818,"Very Brady Sequel, A (1996)","Comedy",NA,"Very Brady Sequel, A"
830,"First Wives Club, The (1996)","Comedy",NA,"First Wives Club, The"
832,"Ransom (1996)","Crime|Thriller",NA,"Ransom"
836,"Chain Reaction (1996)","Action|Adventure|Thriller",NA,"Chain Reaction"
837,"Matilda (1996)","Children|Comedy|Fantasy",NA,"Matilda"
838,"Emma (1996)","Comedy|Drama|Romance",NA,"Emma"
839,"Crow: City of Angels, The (1996)","Action|Thriller",NA,"Crow: City of Angels, The"
842,"Tales from the Crypt Presents: Bordello of Blood (1996)","Comedy|Horror",NA,"Tales from the Crypt Presents: Bordello of Blood"
849,"Escape from L.A. (1996)","Action|Adventure|Sci-Fi|Thriller",NA,"Escape from L.A."
852,"Tin Cup (1996)","Comedy|Drama|Romance",NA,"Tin Cup"
858,"Godfather, The (1972)","Crime|Drama",NA,"Godfather, The"
866,"Bound (1996)","Crime|Drama|Romance|Thriller",NA,"Bound"
880,"Island of Dr. Moreau, The (1996)","Sci-Fi|Thriller",NA,"Island of Dr. Moreau, The"
892,"Twelfth Night (1996)","Comedy|Drama|Romance",NA,"Twelfth Night"
898,"Philadelphia Story, The (1940)","Comedy|Drama|Romance",NA,"Philadelphia Story, The"
899,"Singin' in the Rain (1952)","Comedy|Musical|Romance",NA,"Singin' in the Rain"
900,"American in Paris, An (1951)","Musical|Romance",NA,"American in Paris, An"
902,"Breakfast at Tiffany's (1961)","Drama|Romance",NA,"Breakfast at Tiffany's"
903,"Vertigo (1958)","Drama|Mystery|Romance|Thriller",NA,"Vertigo"
904,"Rear Window (1954)","Mystery|Thriller",NA,"Rear Window"
905,"It Happened One Night (1934)","Comedy|Romance",NA,"It Happened One Night"
908,"North by Northwest (1959)","Action|Adventure|Mystery|Romance|Thriller",NA,"North by Northwest"
909,"Apartment, The (1960)","Comedy|Drama|Romance",NA,"Apartment, The"
910,"Some Like It Hot (1959)","Comedy|Crime",NA,"Some Like It Hot"
911,"Charade (1963)","Comedy|Crime|Mystery|Romance|Thriller",NA,"Charade"
912,"Casablanca (1942)","Drama|Romance",NA,"Casablanca"
913,"Maltese Falcon, The (1941)","Film-Noir|Mystery",NA,"Maltese Falcon, The"
914,"My Fair Lady (1964)","Comedy|Drama|Musical|Romance",NA,"My Fair Lady"
915,"Sabrina (1954)","Comedy|Romance",NA,"Sabrina"
916,"Roman Holiday (1953)","Comedy|Drama|Romance",NA,"Roman Holiday"
918,"Meet Me in St. Louis (1944)","Musical",NA,"Meet Me in St. Louis"
919,"Wizard of Oz, The (1939)","Adventure|Children|Fantasy|Musical",NA,"Wizard of Oz, The"
920,"Gone with the Wind (1939)","Drama|Romance|War",NA,"Gone with the Wind"
922,"Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)","Drama|Film-Noir|Romance",NA,"Sunset Blvd. (a.k.a. Sunset Boulevard)"
923,"Citizen Kane (1941)","Drama|Mystery",NA,"Citizen Kane"
924,"2001: A Space Odyssey (1968)","Adventure|Drama|Sci-Fi",NA,"2001: A Space Odyssey"
926,"All About Eve (1950)","Drama",NA,"All About Eve"
928,"Rebecca (1940)","Drama|Mystery|Romance|Thriller",NA,"Rebecca"
930,"Notorious (1946)","Film-Noir|Romance|Thriller",NA,"Notorious"
933,"To Catch a Thief (1955)","Crime|Mystery|Romance|Thriller",NA,"To Catch a Thief"
934,"Father of the Bride (1950)","Comedy",NA,"Father of the Bride"
951,"His Girl Friday (1940)","Comedy|Romance",NA,"His Girl Friday"
952,"Around the World in 80 Days (1956)","Adventure|Comedy",NA,"Around the World in 80 Days"
953,"It's a Wonderful Life (1946)","Children|Drama|Fantasy|Romance",NA,"It's a Wonderful Life"
954,"Mr. Smith Goes to Washington (1939)","Drama",NA,"Mr. Smith Goes to Washington"
955,"Bringing Up Baby (1938)","Comedy|Romance",NA,"Bringing Up Baby"
965,"39 Steps, The (1935)","Drama|Mystery|Thriller",NA,"39 Steps, The"
968,"Night of the Living Dead (1968)","Horror|Sci-Fi|Thriller",NA,"Night of the Living Dead"
969,"African Queen, The (1951)","Adventure|Comedy|Romance|War",NA,"African Queen, The"
971,"Cat on a Hot Tin Roof (1958)","Drama",NA,"Cat on a Hot Tin Roof"
986,"Fly Away Home (1996)","Adventure|Children",NA,"Fly Away Home"
991,"Michael Collins (1996)","Drama",NA,"Michael Collins"
994,"Big Night (1996)","Comedy|Drama",NA,"Big Night"
996,"Last Man Standing (1996)","Action|Crime|Drama|Thriller",NA,"Last Man Standing"
999,"2 Days in the Valley (1996)","Crime|Film-Noir",NA,"2 Days in the Valley"
1007,"Apple Dumpling Gang, The (1975)","Children|Comedy|Western",NA,"Apple Dumpling Gang, The"
1013,"Parent Trap, The (1961)","Children|Comedy|Romance",NA,"Parent Trap, The"
1015,"Homeward Bound: The Incredible Journey (1993)","Adventure|Children|Drama",NA,"Homeward Bound: The Incredible Journey"
1017,"Swiss Family Robinson (1960)","Adventure|Children",NA,"Swiss Family Robinson"
1019,"20,000 Leagues Under the Sea (1954)","Adventure|Drama|Sci-Fi",NA,"20,000 Leagues Under the Sea"
1020,"Cool Runnings (1993)","Comedy",NA,"Cool Runnings"
1021,"Angels in the Outfield (1994)","Children|Comedy",NA,"Angels in the Outfield"
1022,"Cinderella (1950)","Animation|Children|Fantasy|Musical|Romance",NA,"Cinderella"
1023,"Winnie the Pooh and the Blustery Day (1968)","Animation|Children|Musical",NA,"Winnie the Pooh and the Blustery Day"
1025,"Sword in the Stone, The (1963)","Animation|Children|Fantasy|Musical",NA,"Sword in the Stone, The"
1027,"Robin Hood: Prince of Thieves (1991)","Adventure|Drama",NA,"Robin Hood: Prince of Thieves"
1028,"Mary Poppins (1964)","Children|Comedy|Fantasy|Musical",NA,"Mary Poppins"
1029,"Dumbo (1941)","Animation|Children|Drama|Musical",NA,"Dumbo"
1030,"Pete's Dragon (1977)","Adventure|Animation|Children|Musical",NA,"Pete's Dragon"
1031,"Bedknobs and Broomsticks (1971)","Adventure|Children|Musical",NA,"Bedknobs and Broomsticks"
1032,"Alice in Wonderland (1951)","Adventure|Animation|Children|Fantasy|Musical",NA,"Alice in Wonderland"
1033,"Fox and the Hound, The (1981)","Animation|Children|Drama",NA,"Fox and the Hound, The"
1035,"Sound of Music, The (1965)","Musical|Romance",NA,"Sound of Music, The"
1036,"Die Hard (1988)","Action|Crime|Thriller",NA,"Die Hard"
1037,"Lawnmower Man, The (1992)","Action|Horror|Sci-Fi|Thriller",NA,"Lawnmower Man, The"
1041,"Secrets & Lies (1996)","Drama",NA,"Secrets & Lies"
1042,"That Thing You Do! (1996)","Comedy|Drama",NA,"That Thing You Do!"
1047,"Long Kiss Goodnight, The (1996)","Action|Drama|Thriller",NA,"Long Kiss Goodnight, The"
1049,"Ghost and the Darkness, The (1996)","Action|Adventure",NA,"Ghost and the Darkness, The"
1057,"Everyone Says I Love You (1996)","Comedy|Musical|Romance",NA,"Everyone Says I Love You"
1059,"William Shakespeare's Romeo + Juliet (1996)","Drama|Romance",NA,"William Shakespeare's Romeo + Juliet"
1060,"Swingers (1996)","Comedy|Drama",NA,"Swingers"
1061,"Sleepers (1996)","Thriller",NA,"Sleepers"
1064,"Aladdin and the King of Thieves (1996)","Animation|Children|Comedy|Fantasy|Musical|Romance",NA,"Aladdin and the King of Thieves"
1073,"Willy Wonka & the Chocolate Factory (1971)","Children|Comedy|Fantasy|Musical",NA,"Willy Wonka & the Chocolate Factory"
1077,"Sleeper (1973)","Comedy|Sci-Fi",NA,"Sleeper"
1078,"Bananas (1971)","Comedy|War",NA,"Bananas"
1079,"Fish Called Wanda, A (1988)","Comedy|Crime",NA,"Fish Called Wanda, A"
1080,"Monty Python's Life of Brian (1979)","Comedy",NA,"Monty Python's Life of Brian"
1081,"Victor/Victoria (1982)","Comedy|Musical|Romance",NA,"Victor/Victoria"
1084,"Bonnie and Clyde (1967)","Crime|Drama",NA,"Bonnie and Clyde"
1086,"Dial M for Murder (1954)","Crime|Mystery|Thriller",NA,"Dial M for Murder"
1088,"Dirty Dancing (1987)","Drama|Musical|Romance",NA,"Dirty Dancing"
1089,"Reservoir Dogs (1992)","Crime|Mystery|Thriller",NA,"Reservoir Dogs"
1090,"Platoon (1986)","Drama|War",NA,"Platoon"
1091,"Weekend at Bernie's (1989)","Comedy",NA,"Weekend at Bernie's"
1092,"Basic Instinct (1992)","Crime|Mystery|Thriller",NA,"Basic Instinct"
1093,"Doors, The (1991)","Drama",NA,"Doors, The"
1094,"Crying Game, The (1992)","Drama|Romance|Thriller",NA,"Crying Game, The"
1095,"Glengarry Glen Ross (1992)","Drama",NA,"Glengarry Glen Ross"
1096,"Sophie's Choice (1982)","Drama",NA,"Sophie's Choice"
1097,"E.T. the Extra-Terrestrial (1982)","Children|Drama|Sci-Fi",NA,"E.T. the Extra-Terrestrial"
1100,"Days of Thunder (1990)","Action|Drama|Romance",NA,"Days of Thunder"
1101,"Top Gun (1986)","Action|Romance",NA,"Top Gun"
1103,"Rebel Without a Cause (1955)","Drama",NA,"Rebel Without a Cause"
1104,"Streetcar Named Desire, A (1951)","Drama",NA,"Streetcar Named Desire, A"
1120,"People vs. Larry Flynt, The (1996)","Comedy|Drama",NA,"People vs. Larry Flynt, The"
1124,"On Golden Pond (1981)","Drama",NA,"On Golden Pond"
1125,"Return of the Pink Panther, The (1975)","Comedy|Crime",NA,"Return of the Pink Panther, The"
1127,"Abyss, The (1989)","Action|Adventure|Sci-Fi|Thriller",NA,"Abyss, The"
1129,"Escape from New York (1981)","Action|Adventure|Sci-Fi|Thriller",NA,"Escape from New York"
1131,"Jean de Florette (1986)","Drama|Mystery",NA,"Jean de Florette"
1135,"Private Benjamin (1980)","Comedy",NA,"Private Benjamin"
1136,"Monty Python and the Holy Grail (1975)","Adventure|Comedy|Fantasy",NA,"Monty Python and the Holy Grail"
1147,"When We Were Kings (1996)","Documentary",NA,"When We Were Kings"
1148,"Wallace & Gromit: The Wrong Trousers (1993)","Animation|Children|Comedy|Crime",NA,"Wallace & Gromit: The Wrong Trousers"
1171,"Bob Roberts (1992)","Comedy",NA,"Bob Roberts"
1172,"Cinema Paradiso (Nuovo cinema Paradiso) (1989)","Drama",NA,"Cinema Paradiso (Nuovo cinema Paradiso)"
1173,"Cook the Thief His Wife & Her Lover, The (1989)","Comedy|Drama",NA,"Cook the Thief His Wife & Her Lover, The"
1175,"Delicatessen (1991)","Comedy|Drama|Romance",NA,"Delicatessen"
1178,"Paths of Glory (1957)","Drama|War",NA,"Paths of Glory"
1179,"Grifters, The (1990)","Crime|Drama|Film-Noir",NA,"Grifters, The"
1183,"English Patient, The (1996)","Drama|Romance|War",NA,"English Patient, The"
1185,"My Left Foot (1989)","Drama",NA,"My Left Foot"
1186,"Sex, Lies, and Videotape (1989)","Drama",NA,"Sex, Lies, and Videotape"
1188,"Strictly Ballroom (1992)","Comedy|Romance",NA,"Strictly Ballroom"
1189,"Thin Blue Line, The (1988)","Documentary",NA,"Thin Blue Line, The"
1193,"One Flew Over the Cuckoo's Nest (1975)","Drama",NA,"One Flew Over the Cuckoo's Nest"
1194,"Cheech and Chong's Up in Smoke (1978)","Comedy",NA,"Cheech and Chong's Up in Smoke"
1196,"Star Wars: Episode V - The Empire Strikes Back (1980)","Action|Adventure|Sci-Fi",NA,"Star Wars: Episode V - The Empire Strikes Back"
1197,"Princess Bride, The (1987)","Action|Adventure|Comedy|Fantasy|Romance",NA,"Princess Bride, The"
1198,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)","Action|Adventure",NA,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)"
1199,"Brazil (1985)","Fantasy|Sci-Fi",NA,"Brazil"
1200,"Aliens (1986)","Action|Adventure|Horror|Sci-Fi",NA,"Aliens"
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)","Action|Adventure|Western",NA,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)"
1203,"12 Angry Men (1957)","Drama",NA,"12 Angry Men"
1204,"Lawrence of Arabia (1962)","Adventure|Drama|War",NA,"Lawrence of Arabia"
1206,"Clockwork Orange, A (1971)","Crime|Drama|Sci-Fi|Thriller",NA,"Clockwork Orange, A"
1207,"To Kill a Mockingbird (1962)","Drama",NA,"To Kill a Mockingbird"
1208,"Apocalypse Now (1979)","Action|Drama|War",NA,"Apocalypse Now"
1209,"Once Upon a Time in the West (C'era una volta il West) (1968)","Action|Drama|Western",NA,"Once Upon a Time in the West (C'era una volta il West)"
1210,"Star Wars: Episode VI - Return of the Jedi (1983)","Action|Adventure|Sci-Fi",NA,"Star Wars: Episode VI - Return of the Jedi"
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)","Drama|Fantasy|Romance",NA,"Wings of Desire (Himmel über Berlin, Der)"
1212,"Third Man, The (1949)","Film-Noir|Mystery|Thriller",NA,"Third Man, The"
1213,"Goodfellas (1990)","Crime|Drama",NA,"Goodfellas"
1214,"Alien (1979)","Horror|Sci-Fi",NA,"Alien"
1215,"Army of Darkness (1993)","Action|Adventure|Comedy|Fantasy|Horror",NA,"Army of Darkness"
1216,"Big Blue, The (Grand bleu, Le) (1988)","Adventure|Drama|Romance",NA,"Big Blue, The (Grand bleu, Le)"
1217,"Ran (1985)","Drama|War",NA,"Ran"
1218,"Killer, The (Die xue shuang xiong) (1989)","Action|Crime|Drama|Thriller",NA,"Killer, The (Die xue shuang xiong)"
1219,"Psycho (1960)","Crime|Horror",NA,"Psycho"
1220,"Blues Brothers, The (1980)","Action|Comedy|Musical",NA,"Blues Brothers, The"
1221,"Godfather: Part II, The (1974)","Crime|Drama",NA,"Godfather: Part II, The"
1222,"Full Metal Jacket (1987)","Drama|War",NA,"Full Metal Jacket"
1223,"Grand Day Out with Wallace and Gromit, A (1989)","Adventure|Animation|Children|Comedy|Sci-Fi",NA,"Grand Day Out with Wallace and Gromit, A"
1224,"Henry V (1989)","Action|Drama|Romance|War",NA,"Henry V"
1225,"Amadeus (1984)","Drama",NA,"Amadeus"
1227,"Once Upon a Time in America (1984)","Crime|Drama",NA,"Once Upon a Time in America"
1228,"Raging Bull (1980)","Drama",NA,"Raging Bull"
1230,"Annie Hall (1977)","Comedy|Romance",NA,"Annie Hall"
1231,"Right Stuff, The (1983)","Drama",NA,"Right Stuff, The"
1233,"Boot, Das (Boat, The) (1981)","Action|Drama|War",NA,"Boot, Das (Boat, The)"
1234,"Sting, The (1973)","Comedy|Crime",NA,"Sting, The"
1235,"Harold and Maude (1971)","Comedy|Drama|Romance",NA,"Harold and Maude"
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)","Drama",NA,"Seventh Seal, The (Sjunde inseglet, Det)"
1240,"Terminator, The (1984)","Action|Sci-Fi|Thriller",NA,"Terminator, The"
1241,"Dead Alive (Braindead) (1992)","Comedy|Fantasy|Horror",NA,"Dead Alive (Braindead)"
1242,"Glory (1989)","Drama|War",NA,"Glory"
1243,"Rosencrantz and Guildenstern Are Dead (1990)","Comedy|Drama",NA,"Rosencrantz and Guildenstern Are Dead"
1244,"Manhattan (1979)","Comedy|Drama|Romance",NA,"Manhattan"
1245,"Miller's Crossing (1990)","Crime|Drama|Film-Noir|Thriller",NA,"Miller's Crossing"
1246,"Dead Poets Society (1989)","Drama",NA,"Dead Poets Society"
1247,"Graduate, The (1967)","Comedy|Drama|Romance",NA,"Graduate, The"
1248,"Touch of Evil (1958)","Crime|Film-Noir|Thriller",NA,"Touch of Evil"
1249,"Femme Nikita, La (Nikita) (1990)","Action|Crime|Romance|Thriller",NA,"Femme Nikita, La (Nikita)"
1250,"Bridge on the River Kwai, The (1957)","Adventure|Drama|War",NA,"Bridge on the River Kwai, The"
1251,"8 1/2 (8½) (1963)","Drama|Fantasy",NA,"8 1/2 (8½)"
1252,"Chinatown (1974)","Crime|Film-Noir|Mystery|Thriller",NA,"Chinatown"
1253,"Day the Earth Stood Still, The (1951)","Drama|Sci-Fi|Thriller",NA,"Day the Earth Stood Still, The"
1254,"Treasure of the Sierra Madre, The (1948)","Action|Adventure|Drama|Western",NA,"Treasure of the Sierra Madre, The"
1256,"Duck Soup (1933)","Comedy|Musical|War",NA,"Duck Soup"
1257,"Better Off Dead... (1985)","Comedy|Romance",NA,"Better Off Dead..."
1258,"Shining, The (1980)","Horror",NA,"Shining, The"
1259,"Stand by Me (1986)","Adventure|Drama",NA,"Stand by Me"
1260,"M (1931)","Crime|Film-Noir|Thriller",NA,"M"
1261,"Evil Dead II (Dead by Dawn) (1987)","Action|Comedy|Fantasy|Horror",NA,"Evil Dead II (Dead by Dawn)"
1262,"Great Escape, The (1963)","Action|Adventure|Drama|War",NA,"Great Escape, The"
1263,"Deer Hunter, The (1978)","Drama|War",NA,"Deer Hunter, The"
1265,"Groundhog Day (1993)","Comedy|Fantasy|Romance",NA,"Groundhog Day"
1266,"Unforgiven (1992)","Drama|Western",NA,"Unforgiven"
1267,"Manchurian Candidate, The (1962)","Crime|Thriller|War",NA,"Manchurian Candidate, The"
1269,"Arsenic and Old Lace (1944)","Comedy|Mystery|Thriller",NA,"Arsenic and Old Lace"
1270,"Back to the Future (1985)","Adventure|Comedy|Sci-Fi",NA,"Back to the Future"
1271,"Fried Green Tomatoes (1991)","Comedy|Crime|Drama",NA,"Fried Green Tomatoes"
1272,"Patton (1970)","Drama|War",NA,"Patton"
1273,"Down by Law (1986)","Comedy|Drama|Film-Noir",NA,"Down by Law"
1274,"Akira (1988)","Action|Adventure|Animation|Sci-Fi",NA,"Akira"
1275,"Highlander (1986)","Action|Adventure|Fantasy",NA,"Highlander"
1276,"Cool Hand Luke (1967)","Drama",NA,"Cool Hand Luke"
1277,"Cyrano de Bergerac (1990)","Comedy|Drama|Romance",NA,"Cyrano de Bergerac"
1278,"Young Frankenstein (1974)","Comedy|Fantasy",NA,"Young Frankenstein"
1281,"Great Dictator, The (1940)","Comedy|Drama|War",NA,"Great Dictator, The"
1282,"Fantasia (1940)","Animation|Children|Fantasy|Musical",NA,"Fantasia"
1283,"High Noon (1952)","Drama|Western",NA,"High Noon"
1284,"Big Sleep, The (1946)","Crime|Film-Noir|Mystery",NA,"Big Sleep, The"
1285,"Heathers (1989)","Comedy",NA,"Heathers"
1287,"Ben-Hur (1959)","Action|Adventure|Drama",NA,"Ben-Hur"
1288,"This Is Spinal Tap (1984)","Comedy",NA,"This Is Spinal Tap"
1289,"Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983)","Documentary",NA,"Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance)"
1290,"Some Kind of Wonderful (1987)","Drama|Romance",NA,"Some Kind of Wonderful"
1291,"Indiana Jones and the Last Crusade (1989)","Action|Adventure",NA,"Indiana Jones and the Last Crusade"
1292,"Being There (1979)","Comedy|Drama",NA,"Being There"
1293,"Gandhi (1982)","Drama",NA,"Gandhi"
1295,"Unbearable Lightness of Being, The (1988)","Drama",NA,"Unbearable Lightness of Being, The"
1296,"Room with a View, A (1986)","Drama|Romance",NA,"Room with a View, A"
1297,"Real Genius (1985)","Comedy",NA,"Real Genius"
1298,"Pink Floyd: The Wall (1982)","Drama|Musical",NA,"Pink Floyd: The Wall"
1299,"Killing Fields, The (1984)","Drama|War",NA,"Killing Fields, The"
1301,"Forbidden Planet (1956)","Drama|Sci-Fi",NA,"Forbidden Planet"
1302,"Field of Dreams (1989)","Children|Drama|Fantasy",NA,"Field of Dreams"
1303,"Man Who Would Be King, The (1975)","Adventure|Drama",NA,"Man Who Would Be King, The"
1304,"Butch Cassidy and the Sundance Kid (1969)","Action|Western",NA,"Butch Cassidy and the Sundance Kid"
1307,"When Harry Met Sally... (1989)","Comedy|Romance",NA,"When Harry Met Sally..."
1320,"Alien³ (a.k.a. Alien 3) (1992)","Action|Horror|Sci-Fi|Thriller",NA,"Alien³ (a.k.a. Alien 3)"
1321,"American Werewolf in London, An (1981)","Comedy|Horror|Thriller",NA,"American Werewolf in London, An"
1327,"Amityville Horror, The (1979)","Drama|Horror|Mystery|Thriller",NA,"Amityville Horror, The"
1333,"Birds, The (1963)","Horror|Thriller",NA,"Birds, The"
1339,"Dracula (Bram Stoker's Dracula) (1992)","Fantasy|Horror|Romance|Thriller",NA,"Dracula (Bram Stoker's Dracula)"
1342,"Candyman (1992)","Horror|Thriller",NA,"Candyman"
1343,"Cape Fear (1991)","Thriller",NA,"Cape Fear"
1344,"Cape Fear (1962)","Crime|Drama|Thriller",NA,"Cape Fear"
1345,"Carrie (1976)","Drama|Fantasy|Horror|Thriller",NA,"Carrie"
1347,"Nightmare on Elm Street, A (1984)","Horror|Thriller",NA,"Nightmare on Elm Street, A"
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)","Horror",NA,"Nosferatu (Nosferatu, eine Symphonie des Grauens)"
1350,"Omen, The (1976)","Horror|Mystery|Thriller",NA,"Omen, The"
1356,"Star Trek: First Contact (1996)","Action|Adventure|Sci-Fi|Thriller",NA,"Star Trek: First Contact"
1357,"Shine (1996)","Drama|Romance",NA,"Shine"
1358,"Sling Blade (1996)","Drama",NA,"Sling Blade"
1359,"Jingle All the Way (1996)","Children|Comedy",NA,"Jingle All the Way"
1367,"101 Dalmatians (1996)","Adventure|Children|Comedy",NA,"101 Dalmatians"
1370,"Die Hard 2 (1990)","Action|Adventure|Thriller",NA,"Die Hard 2"
1371,"Star Trek: The Motion Picture (1979)","Adventure|Sci-Fi",NA,"Star Trek: The Motion Picture"
1372,"Star Trek VI: The Undiscovered Country (1991)","Action|Mystery|Sci-Fi",NA,"Star Trek VI: The Undiscovered Country"
1373,"Star Trek V: The Final Frontier (1989)","Action|Sci-Fi",NA,"Star Trek V: The Final Frontier"
1374,"Star Trek II: The Wrath of Khan (1982)","Action|Adventure|Sci-Fi|Thriller",NA,"Star Trek II: The Wrath of Khan"
1375,"Star Trek III: The Search for Spock (1984)","Action|Adventure|Sci-Fi",NA,"Star Trek III: The Search for Spock"
1376,"Star Trek IV: The Voyage Home (1986)","Adventure|Comedy|Sci-Fi",NA,"Star Trek IV: The Voyage Home"
1377,"Batman Returns (1992)","Action|Crime",NA,"Batman Returns"
1378,"Young Guns (1988)","Action|Comedy|Western",NA,"Young Guns"
1379,"Young Guns II (1990)","Action|Western",NA,"Young Guns II"
1380,"Grease (1978)","Comedy|Musical|Romance",NA,"Grease"
1381,"Grease 2 (1982)","Comedy|Musical|Romance",NA,"Grease 2"
1385,"Under Siege (1992)","Action|Drama|Thriller",NA,"Under Siege"
1387,"Jaws (1975)","Action|Horror",NA,"Jaws"
1388,"Jaws 2 (1978)","Horror|Thriller",NA,"Jaws 2"
1391,"Mars Attacks! (1996)","Action|Comedy|Sci-Fi",NA,"Mars Attacks!"
1393,"Jerry Maguire (1996)","Drama|Romance",NA,"Jerry Maguire"
1394,"Raising Arizona (1987)","Comedy",NA,"Raising Arizona"
1396,"Sneakers (1992)","Action|Comedy|Crime|Drama|Sci-Fi",NA,"Sneakers"
1405,"Beavis and Butt-Head Do America (1996)","Adventure|Animation|Comedy|Crime",NA,"Beavis and Butt-Head Do America"
1407,"Scream (1996)","Comedy|Horror|Mystery|Thriller",NA,"Scream"
1408,"Last of the Mohicans, The (1992)","Action|Romance|War|Western",NA,"Last of the Mohicans, The"
1409,"Michael (1996)","Comedy|Drama|Fantasy|Romance",NA,"Michael"
1411,"Hamlet (1996)","Crime|Drama|Romance",NA,"Hamlet"
1416,"Evita (1996)","Drama|Musical",NA,"Evita"
1429,"First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)","Action|Adventure|Comedy|Thriller",NA,"First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo)"
1431,"Beverly Hills Ninja (1997)","Action|Comedy",NA,"Beverly Hills Ninja"
1438,"Dante's Peak (1997)","Action|Thriller",NA,"Dante's Peak"
1441,"Benny & Joon (1993)","Comedy|Romance",NA,"Benny & Joon"
1449,"Waiting for Guffman (1996)","Comedy",NA,"Waiting for Guffman"
1457,"Fools Rush In (1997)","Comedy|Drama|Romance",NA,"Fools Rush In"
1459,"Absolute Power (1997)","Mystery|Thriller",NA,"Absolute Power"
1464,"Lost Highway (1997)","Crime|Drama|Fantasy|Film-Noir|Mystery|Romance",NA,"Lost Highway"
1466,"Donnie Brasco (1997)","Crime|Drama",NA,"Donnie Brasco"
1474,"Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997)","Children|Comedy",NA,"Jungle2Jungle (a.k.a. Jungle 2 Jungle)"
1476,"Private Parts (1997)","Comedy|Drama",NA,"Private Parts"
1479,"Saint, The (1997)","Action|Romance|Sci-Fi|Thriller",NA,"Saint, The"
1480,"Smilla's Sense of Snow (1997)","Drama|Thriller",NA,"Smilla's Sense of Snow"
1483,"Crash (1996)","Drama|Thriller",NA,"Crash"
1485,"Liar Liar (1997)","Comedy",NA,"Liar Liar"
1488,"Devil's Own, The (1997)","Action|Drama|Thriller",NA,"Devil's Own, The"
1499,"Anaconda (1997)","Action|Adventure|Thriller",NA,"Anaconda"
1500,"Grosse Pointe Blank (1997)","Comedy|Crime|Romance",NA,"Grosse Pointe Blank"
1513,"Romy and Michele's High School Reunion (1997)","Comedy",NA,"Romy and Michele's High School Reunion"
1515,"Volcano (1997)","Action|Drama|Thriller",NA,"Volcano"
1517,"Austin Powers: International Man of Mystery (1997)","Action|Adventure|Comedy",NA,"Austin Powers: International Man of Mystery"
1518,"Breakdown (1997)","Action|Thriller",NA,"Breakdown"
1527,"Fifth Element, The (1997)","Action|Adventure|Comedy|Sci-Fi",NA,"Fifth Element, The"
1537,"Shall We Dance? (Shall We Dansu?) (1996)","Comedy|Drama|Romance",NA,"Shall We Dance? (Shall We Dansu?)"
1541,"Addicted to Love (1997)","Comedy|Romance",NA,"Addicted to Love"
1544,"Lost World: Jurassic Park, The (1997)","Action|Adventure|Sci-Fi|Thriller",NA,"Lost World: Jurassic Park, The"
1552,"Con Air (1997)","Action|Adventure|Thriller",NA,"Con Air"
1556,"Speed 2: Cruise Control (1997)","Action|Romance|Thriller",NA,"Speed 2: Cruise Control"
1562,"Batman & Robin (1997)","Action|Adventure|Fantasy|Thriller",NA,"Batman & Robin"
1566,"Hercules (1997)","Adventure|Animation|Children|Comedy|Musical",NA,"Hercules"
1569,"My Best Friend's Wedding (1997)","Comedy|Romance",NA,"My Best Friend's Wedding"
1573,"Face/Off (1997)","Action|Crime|Drama|Thriller",NA,"Face/Off"
1580,"Men in Black (a.k.a. MIB) (1997)","Action|Comedy|Sci-Fi",NA,"Men in Black (a.k.a. MIB)"
1584,"Contact (1997)","Drama|Sci-Fi",NA,"Contact"
1586,"G.I. Jane (1997)","Action|Drama",NA,"G.I. Jane"
1587,"Conan the Barbarian (1982)","Action|Adventure|Fantasy",NA,"Conan the Barbarian"
1588,"George of the Jungle (1997)","Children|Comedy",NA,"George of the Jungle"
1589,"Cop Land (1997)","Action|Crime|Drama|Thriller",NA,"Cop Land"
1590,"Event Horizon (1997)","Horror|Sci-Fi|Thriller",NA,"Event Horizon"
1591,"Spawn (1997)","Action|Adventure|Sci-Fi|Thriller",NA,"Spawn"
1597,"Conspiracy Theory (1997)","Drama|Mystery|Romance|Thriller",NA,"Conspiracy Theory"
1603,"Mimic (1997)","Horror|Sci-Fi|Thriller",NA,"Mimic"
1608,"Air Force One (1997)","Action|Thriller",NA,"Air Force One"
